time,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6
14.75,-0.00232283255588445,-0.100410121483965,0.128416727750603,4.69597499562635e-05,0.0192814864006646,6.50154664284525e-11
14.8,-0.00881777700270639,-0.104286199730162,0.132754838160952,3.14132733719482e-05,0.0199657497422235,-2.00199506109224e-11
14.85,-0.0153314071913548,-0.108096177420963,0.136942066263103,1.74668868108044e-05,0.0206295441824602,3.82852451757896e-12
14.9,-0.0218806559748739,-0.111809522899756,0.140956749492954,5.07587516875567e-06,0.0212695126416589,-1.09265593124671e-10
14.95,-0.0284682006650077,-0.115420318715087,0.144779379693575,-5.67817488549154e-06,0.0218824937026131,1.67827616822769e-11
15,-0.0350910830687406,-0.118919799771634,0.148394703783791,-1.47852479042904e-05,0.0224659750558144,9.95117556624676e-11
15.05,-0.0417452039139485,-0.12229814635875,0.151789191865031,-2.22221262940563e-05,0.0230176788340993,-2.74213323500961e-11
15.1,-0.0484263127435664,-0.125545555793615,0.154950620669459,-2.79317066241532e-05,0.0235354767864087,4.19552811490299e-11
15.15,-0.0551303219765815,-0.128652516087638,0.157868302612134,-3.19044841391512e-05,0.024017551847664,6.66612735430251e-11
15.2,-0.0618546838636615,-0.13161082616418,0.160532319633873,-3.33088850072974e-05,0.0244617792248757,-7.7766973345039e-12
15.25,-0.0685914467263246,-0.134408300324492,0.162939269868206,-3.34306348641277e-05,0.0248678596094326,-1.26457989195073e-10
15.3,-0.0753401320315106,-0.137039500782348,0.165080437550147,-3.20311665192086e-05,0.0252341115025764,-1.48633058570684e-10
15.35,-0.0820936034456638,-0.13949453679991,0.166951734580246,-2.89921318526415e-05,0.025559621398501,2.10632357641321e-10
15.4,-0.0888442356829804,-0.141764392239284,0.168548792389717,-2.42755744767831e-05,0.0258434590475358,-7.38123024819823e-12
15.45,-0.0955831552496614,-0.143839950803863,0.169868542991726,-1.78884711245335e-05,0.0260848687314485,-4.92774658400207e-11
15.5,-0.102301256714943,-0.145712801668112,0.17090817937018,-9.3431304743668e-06,0.0262834399347183,-1.00231977696277e-10
15.55,-0.108992214260094,-0.14738141651663,0.171673300792652,4.46762490737171e-07,0.0264393845230681,1.19613584527924e-10
15.6,-0.115651383314611,-0.148843467668921,0.17215835953722,1.16233319421524e-05,0.0265517675247061,-9.11664047841138e-11
15.65,-0.122271955636795,-0.150098487093363,0.172363591448962,2.46035771940683e-05,0.0266204280642441,-1.82373173200898e-10
15.7,-0.128845751906491,-0.151142711256184,0.172289822592502,3.87765094942928e-05,0.0266454676874819,9.24312922671733e-11
15.75,-0.135359446352946,-0.151970686023309,0.171940518577141,5.42733594140464e-05,0.0266272503696554,3.80765475442233e-12
15.8,-0.141802020268725,-0.152578597833023,0.171320925850502,7.10902681572975e-05,0.0265664297509231,-5.90947063359262e-11
15.85,-0.148164271473532,-0.152955841340024,0.170438491554852,9.00437071327615e-05,0.0264639810725036,8.65659382315004e-11
15.9,-0.154425804496925,-0.153126416995678,0.169297513739359,0.000109731091121726,0.0263204268312331,8.74472263831262e-11
15.95,-0.160582500797663,-0.153066517597257,0.1679104681365,0.000130337412751425,0.0261375418446166,6.62490729145052e-11
16,-0.166618780863494,-0.152785413474134,0.166284814212019,0.000151869806639228,0.025916341523551,-1.22117062966797e-10
16.05,-0.172521443584158,-0.152286436653051,0.164429523234605,0.000174272629644577,0.0256580938732677,-1.33338987302451e-12
16.1,-0.178281089546734,-0.151574825576236,0.16234781867439,0.00019739369871056,0.0253631431912252,-7.75118518862963e-11
16.15,-0.183877396105156,-0.150646889732289,0.160059187378954,0.000221225167287509,0.0250345092334657,5.64610295261448e-11
16.2,-0.189299201421285,-0.149498871521992,0.15758657743505,0.000245622169888554,0.0246756822397176,-7.46134748202049e-11
16.25,-0.194527487098324,-0.148157600042133,0.154926376924916,0.000270441285973805,0.0242860113439196,-2.45539207780765e-11
16.3,-0.199548067241332,-0.146620630343338,0.152097536341126,0.000295584580828889,0.0238684158783796,-3.50621461607653e-11
16.35,-0.204346664090846,-0.144894865868188,0.149113264107104,0.000320909906377541,0.0234249191697911,9.18043036054968e-12
16.4,-0.208907498251384,-0.142988253547354,0.145988810287311,0.000346328670476403,0.0229579182675686,2.77010297058561e-11
16.45,-0.213218348632847,-0.140911651488067,0.142743181222376,0.000371721946302515,0.0224703443077761,6.09606430124402e-11
16.5,-0.217258908929645,-0.138681449307441,0.13938159440291,0.000396926020065377,0.0219630011709501,3.64370534558061e-12
16.55,-0.221018964888583,-0.136307855986898,0.135926782152053,0.000421837926424811,0.0214394652301474,-1.06374768023469e-10
16.6,-0.224472737268214,-0.133785885487894,0.132392966998136,0.00044634092306179,0.0209020087773273,1.62292153703692e-11
16.65,-0.22764818883255,-0.131123201582158,0.128777369456787,0.000470285021878061,0.0203498729187374,5.21159265853411e-11
16.7,-0.230420435040907,-0.128396507200392,0.125157330383831,0.000493762183587707,0.0197958570181471,4.86603956889427e-11
16.75,-0.232887498791379,-0.125557603883071,0.121490092953934,0.000516664812510159,0.0192331735039476,-9.68181365128661e-11
16.8,-0.235002933515658,-0.122639325254789,0.117806288727223,0.000538828968208875,0.0186666139386476,-6.10213867858341e-12
16.85,-0.236754093796666,-0.119658908982957,0.114124137904612,0.000560172735803159,0.018099083761524,9.58038959350791e-11
16.9,-0.238130796497209,-0.116632870163583,0.110459552076585,0.000580585535438199,0.0175331209435157,-1.45176410561928e-11
16.95,-0.23912410778266,-0.11357793495853,0.106827868390365,0.000599978994091792,0.0169712286784223,-1.65135463035098e-10
17,-0.239726378463371,-0.110511042684471,0.103244021748669,0.000618262994060565,0.0164158246435705,-2.01108964590581e-10
17.05,-0.239931289993797,-0.107449239429958,0.0997224986079221,0.000635363283851478,0.0158692713461147,1.10010235301006e-10
17.1,-0.23973384502515,-0.104409564418549,0.0962772876560683,0.000651206871656956,0.0153338623764629,-2.47853984660172e-11
17.15,-0.23912171721423,-0.101410453064975,0.0929214659021197,0.00066590802438278,0.0148117541372368,-1.77038873033723e-11
17.2,-0.238118780807071,-0.0984635278335556,0.0896683131788099,0.000679120884079574,0.0143051182325313,-1.60181212320096e-11
17.25,-0.236697393382564,-0.0955901385716955,0.086529388432271,0.000690846242781198,0.0138158831168541,-3.61038241180231e-11
17.3,-0.234863404859809,-0.0928043946753026,0.0835143309940406,0.000701117105645631,0.013345705782427,-9.44488079171203e-11
17.35,-0.232611199087284,-0.0901264743345768,0.0806239069254563,0.000710063392209758,0.0128949162078795,2.98189338748844e-10
17.4,-0.230000610156849,-0.0875992240195805,0.0778781240025405,0.000717386889961421,0.012466578103826,-4.41170209572184e-10
17.45,-0.22699516418643,-0.0851328770778631,0.0753459341286412,0.000722541735558353,0.0120712030928081,-1.88225074269497e-10
17.5,-0.223543265008579,-0.0828346440244312,0.0729195322929727,0.000726005335352462,0.0116924839954671,6.15705087031043e-11
17.55,-0.219728545554253,-0.0807009914634782,0.070659980892898,0.000727949168481927,0.0113400999926508,4.19031253705007e-11
17.6,-0.215544095451723,-0.0787307820514235,0.0685767680622327,0.000728260571205927,0.0110156062885599,6.83724328362211e-12
17.65,-0.210994140948424,-0.0769328519680378,0.0666714328884757,0.000726875072432973,0.0107193091870792,1.01028784623309e-10
17.7,-0.206089497475138,-0.07531734570246,0.0649458983320454,0.000723554748617788,0.010451568740851,-2.02637442167942e-11
17.75,-0.200835185770822,-0.073885575010359,0.0634009209763356,0.000718474206586163,0.0102125697172999,-3.10743093691233e-11
17.8,-0.195247823604338,-0.0726479648271813,0.0620375621791616,0.000711544584782608,0.0100025672414487,-3.75485197162821e-11
17.85,-0.189337232759664,-0.0716065912885123,0.0608552986452544,0.000702684077752493,0.00982154005931407,-2.40703661617486e-12
17.9,-0.18311580584524,-0.0707645895926453,0.0598519339672992,0.000691672899081978,0.00966916750257915,-7.02897517045919e-12
17.95,-0.176594719863668,-0.0701187876523655,0.0590283260408757,0.000678720753275605,0.00954567668579259,-2.09333786034772e-10
18,-0.169786167314644,-0.0696686863105539,0.0583811318260232,0.000663721064643351,0.00945060123738879,-3.8516986292999e-12
18.05,-0.1627061312166,-0.0694267747359561,0.0578956499923504,0.000646462433493423,0.00938161062271619,1.80935831373967e-10
